# TargetP-2.0	Organism: Plant	Timestamp: 20231212165150
# ID	Prediction	OTHER	SP	mTP	cTP	lTP	CS Position
KAI7840830.1	SP	0.002203	0.980707	0.004415	0.012565	0.000111	CS pos: 25-26. AAG-GR. Pr: 0.5575
KAI7840842.1	cTP	0.005529	0.000117	0.017255	0.977013	0.000087	CS pos: 77-78. VRA-AA. Pr: 0.6538
KAI7840847.1	OTHER	0.958046	0.000412	0.023197	0.016576	0.001769	
KAI7840864.1	cTP	0.000355	0.000000	0.000002	0.999393	0.000250	CS pos: 45-46. VTA-AA. Pr: 0.3397
KAI7840866.1	SP	0.000371	0.999594	0.000032	0.000000	0.000003	CS pos: 17-18. ALA-AD. Pr: 0.5396
KAI7840876.1	mTP	0.277315	0.001491	0.715213	0.005634	0.000347	CS pos: 43-44. REF-AG. Pr: 0.3173
KAI7840878.1	OTHER	0.957531	0.006535	0.005150	0.030516	0.000268	
KAI7840879.1	OTHER	0.998281	0.001697	0.000001	0.000020	0.000001	
KAI7840880.1	OTHER	0.998723	0.001251	0.000001	0.000023	0.000001	
KAI7840885.1	OTHER	0.550698	0.004691	0.426797	0.017644	0.000170	
KAI7840907.1	OTHER	0.960626	0.000460	0.033836	0.005004	0.000073	
KAI7840908.1	OTHER	0.998684	0.000518	0.000769	0.000023	0.000005	
KAI7840913.1	OTHER	0.943245	0.050279	0.000073	0.006396	0.000008	
KAI7840922.1	OTHER	0.946326	0.001559	0.040446	0.010981	0.000689	
KAI7840923.1	OTHER	0.946326	0.001559	0.040446	0.010981	0.000689	
KAI7840931.1	OTHER	0.998273	0.000606	0.001082	0.000036	0.000003	
KAI7840937.1	OTHER	0.492524	0.000055	0.000729	0.454905	0.051786	
KAI7840944.1	OTHER	0.998292	0.000355	0.000540	0.000638	0.000175	
KAI7840948.1	SP	0.000078	0.999755	0.000133	0.000033	0.000001	CS pos: 24-25. SRG-AE. Pr: 0.5625
KAI7840949.1	OTHER	0.999720	0.000049	0.000040	0.000188	0.000004	
KAI7840953.1	OTHER	0.997415	0.001354	0.001220	0.000006	0.000005	
KAI7840956.1	OTHER	0.810235	0.000948	0.188693	0.000092	0.000033	
KAI7840964.1	mTP	0.297169	0.003562	0.683022	0.003500	0.012748	CS pos: 36-37. IKY-GG. Pr: 0.3747
KAI7840974.1	OTHER	0.964287	0.000978	0.024589	0.009806	0.000339	
KAI7840975.1	OTHER	0.999997	0.000002	0.000000	0.000000	0.000000	
KAI7840984.1	OTHER	0.708401	0.286507	0.000120	0.004944	0.000027	
KAI7840986.1	OTHER	0.953802	0.046188	0.000009	0.000000	0.000001	
KAI7840990.1	mTP	0.047847	0.002438	0.784882	0.164766	0.000067	CS pos: 36-37. RGF-HA. Pr: 0.2586
KAI7840998.1	OTHER	0.999986	0.000013	0.000000	0.000000	0.000000	
KAI7841008.1	OTHER	0.998676	0.001213	0.000094	0.000016	0.000000	
KAI7841014.1	OTHER	0.999839	0.000134	0.000002	0.000024	0.000000	
KAI7841017.1	cTP	0.148578	0.002059	0.407671	0.431422	0.010270	CS pos: 22-23. TSM-RR. Pr: 0.2471
KAI7841018.1	OTHER	0.998837	0.000033	0.000043	0.000924	0.000164	
KAI7841021.1	OTHER	0.999991	0.000002	0.000000	0.000003	0.000004	
KAI7841030.1	OTHER	0.999293	0.000704	0.000003	0.000000	0.000000	
KAI7841034.1	OTHER	0.999803	0.000174	0.000022	0.000000	0.000000	
KAI7841040.1	OTHER	0.991990	0.000726	0.000349	0.006922	0.000013	
KAI7841041.1	OTHER	0.998213	0.001482	0.000283	0.000002	0.000020	
KAI7841046.1	OTHER	0.999931	0.000059	0.000000	0.000010	0.000000	
KAI7841059.1	cTP	0.000712	0.000000	0.000030	0.996912	0.002346	CS pos: 64-65. FCA-AS. Pr: 0.2846
KAI7841060.1	OTHER	0.999192	0.000735	0.000072	0.000000	0.000001	
KAI7841070.1	mTP	0.028211	0.000093	0.969749	0.001934	0.000013	CS pos: 30-31. RAF-AT. Pr: 0.8363
KAI7841076.1	OTHER	0.999895	0.000001	0.000006	0.000085	0.000013	
KAI7841084.1	OTHER	0.647473	0.000163	0.002448	0.348928	0.000988	
KAI7841086.1	OTHER	0.885891	0.047275	0.064613	0.001422	0.000799	
KAI7841087.1	OTHER	0.885891	0.047275	0.064613	0.001422	0.000799	
KAI7841103.1	cTP	0.000021	0.000000	0.000037	0.999909	0.000032	CS pos: 67-68. VAM-AK. Pr: 0.6460
KAI7841105.1	OTHER	0.554643	0.002012	0.329338	0.104632	0.009375	
KAI7841107.1	OTHER	0.999693	0.000297	0.000001	0.000006	0.000003	
KAI7841109.1	OTHER	0.815996	0.001936	0.015579	0.163092	0.003396	
KAI7841110.1	OTHER	0.998829	0.000379	0.000654	0.000137	0.000001	
KAI7841118.1	OTHER	0.979031	0.003048	0.009736	0.005470	0.002715	
KAI7841119.1	OTHER	0.921926	0.001862	0.014101	0.062059	0.000051	
KAI7841121.1	OTHER	0.999738	0.000260	0.000002	0.000000	0.000000	
KAI7841124.1	OTHER	0.988061	0.009276	0.000330	0.002102	0.000230	
KAI7841136.1	OTHER	0.999998	0.000000	0.000001	0.000000	0.000000	
KAI7841151.1	OTHER	0.993394	0.000931	0.001388	0.003961	0.000326	
KAI7841152.1	cTP	0.121412	0.000014	0.000044	0.877844	0.000686	CS pos: 66-67. RPA-AV. Pr: 0.3037
KAI7841153.1	cTP	0.121412	0.000014	0.000044	0.877844	0.000686	CS pos: 66-67. RPA-AV. Pr: 0.3037
KAI7841157.1	OTHER	0.767099	0.008590	0.018708	0.193295	0.012307	
KAI7841158.1	OTHER	0.994615	0.000663	0.004635	0.000058	0.000029	
KAI7841165.1	OTHER	0.998556	0.001343	0.000012	0.000089	0.000000	
KAI7841166.1	OTHER	0.915491	0.002329	0.071914	0.007770	0.002495	
KAI7841169.1	OTHER	0.930456	0.000196	0.069295	0.000042	0.000012	
KAI7841171.1	OTHER	0.999785	0.000153	0.000002	0.000060	0.000001	
KAI7841178.1	OTHER	0.782782	0.000607	0.001831	0.213413	0.001367	
KAI7841183.1	OTHER	0.999809	0.000182	0.000004	0.000004	0.000000	
KAI7841194.1	OTHER	0.999993	0.000000	0.000000	0.000006	0.000000	
KAI7841195.1	mTP	0.328258	0.000106	0.671133	0.000498	0.000005	CS pos: 16-17. ARL-AS. Pr: 0.5499
KAI7841197.1	OTHER	0.788742	0.000174	0.012018	0.196762	0.002303	
KAI7841200.1	OTHER	0.943407	0.005861	0.046472	0.003775	0.000485	
KAI7841206.1	cTP	0.324585	0.000011	0.068343	0.607040	0.000021	CS pos: 47-48. VQA-TA. Pr: 0.6257
KAI7841208.1	OTHER	0.999473	0.000100	0.000294	0.000127	0.000005	
KAI7841210.1	cTP	0.143852	0.000914	0.285101	0.569970	0.000163	CS pos: 59-60. PRA-AA. Pr: 0.4473
KAI7841211.1	mTP	0.006863	0.000034	0.785901	0.207179	0.000022	CS pos: 43-44. RCY-GG. Pr: 0.7513
KAI7841213.1	SP	0.000577	0.997275	0.001910	0.000159	0.000080	CS pos: 24-25. AAA-RQ. Pr: 0.8717
KAI7841218.1	OTHER	0.620652	0.000715	0.127454	0.251093	0.000087	
KAI7841219.1	OTHER	0.620652	0.000715	0.127454	0.251093	0.000087	
KAI7841239.1	OTHER	0.921523	0.035835	0.021875	0.020586	0.000182	
KAI7841247.1	OTHER	0.979527	0.004542	0.015651	0.000254	0.000026	
KAI7841249.1	mTP	0.001265	0.000001	0.997897	0.000836	0.000000	CS pos: 37-38. RCF-AM. Pr: 0.7105
KAI7841253.1	SP	0.000022	0.999960	0.000017	0.000001	0.000000	CS pos: 23-24. AAA-QN. Pr: 0.5832
KAI7841263.1	OTHER	0.634153	0.194126	0.106516	0.060314	0.004891	
KAI7841264.1	OTHER	0.991080	0.002612	0.005366	0.000930	0.000012	
KAI7841266.1	OTHER	0.654313	0.003052	0.217723	0.124298	0.000614	
KAI7841268.1	OTHER	0.999929	0.000060	0.000010	0.000000	0.000000	
KAI7841270.1	OTHER	0.988211	0.007813	0.002726	0.000699	0.000552	
KAI7841276.1	OTHER	0.951592	0.001004	0.045682	0.001714	0.000007	
KAI7841287.1	OTHER	0.607158	0.007923	0.381010	0.003725	0.000184	
KAI7841289.1	SP	0.000141	0.999859	0.000000	0.000000	0.000000	CS pos: 32-33. AHA-VE. Pr: 0.9258
KAI7841295.1	OTHER	0.986793	0.000992	0.012183	0.000031	0.000001	
KAI7841299.1	cTP	0.065710	0.000005	0.023102	0.911008	0.000175	CS pos: 58-59. VRA-DQ. Pr: 0.3713
KAI7841302.1	OTHER	0.975643	0.019811	0.001084	0.003253	0.000208	
KAI7841308.1	OTHER	0.999812	0.000186	0.000000	0.000001	0.000000	
KAI7841322.1	cTP	0.028160	0.000292	0.032568	0.870856	0.068125	CS pos: 42-43. VRA-SS. Pr: 0.6431
KAI7841324.1	OTHER	0.999983	0.000017	0.000000	0.000001	0.000000	
KAI7841330.1	OTHER	0.998940	0.000685	0.000130	0.000124	0.000121	
KAI7841336.1	cTP	0.004393	0.000006	0.003030	0.984779	0.007792	CS pos: 64-65. AVS-VA. Pr: 0.4273
KAI7841351.1	OTHER	0.992324	0.004757	0.001035	0.001751	0.000134	
KAI7841352.1	OTHER	0.999342	0.000455	0.000190	0.000002	0.000010	
KAI7841353.1	OTHER	0.668489	0.000484	0.015066	0.308239	0.007721	
KAI7841360.1	OTHER	0.888619	0.109349	0.000138	0.001881	0.000014	
KAI7841362.1	OTHER	0.998979	0.000011	0.000003	0.001007	0.000000	
KAI7841363.1	OTHER	0.997543	0.000517	0.001234	0.000644	0.000062	
KAI7841366.1	OTHER	0.998389	0.001586	0.000015	0.000009	0.000001	
KAI7841367.1	OTHER	0.999956	0.000040	0.000000	0.000003	0.000000	
KAI7841385.1	cTP	0.032468	0.000396	0.065564	0.901273	0.000300	CS pos: 31-32. IKA-IA. Pr: 0.4198
KAI7841387.1	cTP	0.197780	0.000309	0.320459	0.478890	0.002563	CS pos: 53-54. ASA-SS. Pr: 0.1011
KAI7841389.1	OTHER	0.997763	0.000239	0.001997	0.000000	0.000000	
KAI7841390.1	OTHER	0.997903	0.000232	0.001865	0.000000	0.000000	
KAI7841392.1	OTHER	0.999838	0.000126	0.000000	0.000037	0.000000	
KAI7841397.1	OTHER	0.999930	0.000022	0.000026	0.000022	0.000000	
KAI7841398.1	mTP	0.123057	0.000056	0.691069	0.185700	0.000119	CS pos: 36-37. RGA-AA. Pr: 0.1433
KAI7841408.1	OTHER	0.999977	0.000007	0.000000	0.000013	0.000003	
KAI7841412.1	OTHER	0.997008	0.000768	0.002134	0.000081	0.000008	
KAI7841413.1	SP	0.008292	0.980688	0.001028	0.009920	0.000072	CS pos: 21-22. AEG-NP. Pr: 0.5261
KAI7841419.1	OTHER	0.998722	0.000967	0.000203	0.000082	0.000026	
KAI7841420.1	mTP	0.004579	0.000147	0.995264	0.000009	0.000000	CS pos: 20-21. RGY-AA. Pr: 0.8413
KAI7841430.1	OTHER	0.932689	0.063112	0.003984	0.000186	0.000029	
KAI7841432.1	OTHER	0.945715	0.004366	0.047936	0.001977	0.000007	
KAI7841453.1	OTHER	0.767825	0.024771	0.017567	0.174470	0.015366	
KAI7841455.1	cTP	0.000031	0.000000	0.000111	0.957660	0.042198	CS pos: 46-47. LAC-SA. Pr: 0.3161
KAI7841456.1	OTHER	0.965327	0.016289	0.016019	0.002310	0.000055	
KAI7841458.1	OTHER	0.998101	0.001153	0.000737	0.000002	0.000007	
KAI7841462.1	OTHER	0.558633	0.056943	0.328930	0.054260	0.001234	
KAI7841488.1	OTHER	0.997290	0.000971	0.000024	0.001323	0.000391	
KAI7841493.1	OTHER	0.743559	0.001461	0.008743	0.234464	0.011772	
KAI7841497.1	OTHER	0.768028	0.189819	0.000687	0.006879	0.034587	
KAI7841498.1	SP	0.001914	0.998064	0.000013	0.000009	0.000000	CS pos: 19-20. AAA-AV. Pr: 0.4648
KAI7841499.1	cTP	0.062413	0.001331	0.008143	0.854808	0.073306	CS pos: 46-47. VRT-PS. Pr: 0.1832
KAI7841501.1	cTP	0.236026	0.063910	0.135351	0.555921	0.008791	CS pos: 55-56. LLA-AL. Pr: 0.2233
KAI7841502.1	cTP	0.488861	0.001729	0.000229	0.503184	0.005998	CS pos: 49-50. KVA-SL. Pr: 0.4315
KAI7841510.1	OTHER	0.999501	0.000439	0.000043	0.000006	0.000012	
KAI7841512.1	OTHER	0.882508	0.073928	0.003841	0.039392	0.000331	
KAI7841522.1	cTP	0.002801	0.000000	0.000257	0.995990	0.000951	CS pos: 46-47. ARA-QL. Pr: 0.3569
KAI7841530.1	OTHER	0.997494	0.001368	0.000067	0.000834	0.000236	
KAI7841534.1	OTHER	0.617224	0.000042	0.024327	0.358236	0.000170	
KAI7841541.1	OTHER	0.892999	0.104433	0.000103	0.002444	0.000021	
KAI7841548.1	OTHER	0.999014	0.000868	0.000117	0.000001	0.000000	
KAI7841551.1	OTHER	0.747133	0.036691	0.103501	0.109939	0.002736	
KAI7841576.1	OTHER	0.823957	0.013148	0.117575	0.044602	0.000718	
KAI7841579.1	OTHER	0.994175	0.001529	0.000803	0.003459	0.000034	
KAI7841580.1	SP	0.000204	0.999621	0.000137	0.000037	0.000000	CS pos: 26-27. CSA-TS. Pr: 0.7693
KAI7841584.1	OTHER	0.992119	0.003013	0.004853	0.000014	0.000001	
KAI7841585.1	mTP	0.268310	0.000113	0.571601	0.158868	0.001108	CS pos: 82-83. RQF-AA. Pr: 0.6237
KAI7841591.1	OTHER	0.830361	0.003892	0.042780	0.120421	0.002546	
KAI7841593.1	OTHER	0.984547	0.000965	0.009849	0.001482	0.003158	
KAI7841607.1	OTHER	0.918787	0.003304	0.077672	0.000228	0.000010	
KAI7841620.1	OTHER	0.999979	0.000004	0.000000	0.000017	0.000000	
KAI7841622.1	OTHER	0.999956	0.000040	0.000003	0.000000	0.000000	
KAI7841623.1	mTP	0.021348	0.000009	0.709277	0.269325	0.000041	CS pos: 37-38. RPL-SS. Pr: 0.1460
KAI7841624.1	cTP	0.001913	0.000026	0.006070	0.991919	0.000072	CS pos: 37-38. LRA-SR. Pr: 0.5209
KAI7841628.1	OTHER	0.999760	0.000036	0.000001	0.000203	0.000001	
KAI7841633.1	SP	0.000307	0.999690	0.000002	0.000000	0.000000	CS pos: 22-23. AQA-GS. Pr: 0.8359
KAI7841634.1	cTP	0.001130	0.001365	0.426208	0.571267	0.000031	CS pos: 42-43. TAQ-AA. Pr: 0.4373
KAI7841639.1	OTHER	0.979869	0.003942	0.000644	0.015450	0.000095	
KAI7841660.1	OTHER	0.571232	0.052803	0.350612	0.011601	0.013752	
KAI7841666.1	mTP	0.261545	0.000283	0.430267	0.294013	0.013892	CS pos: 52-53. CRF-SS. Pr: 0.6557
KAI7841684.1	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	
KAI7841685.1	OTHER	0.999800	0.000159	0.000040	0.000001	0.000000	
KAI7841688.1	OTHER	0.999997	0.000000	0.000000	0.000003	0.000000	
KAI7841699.1	mTP	0.294504	0.000173	0.626017	0.079182	0.000124	CS pos: 45-46. AYY-SG. Pr: 0.3383
KAI7841707.1	OTHER	0.999956	0.000019	0.000022	0.000002	0.000001	
KAI7841709.1	SP	0.011437	0.972835	0.009215	0.006501	0.000013	CS pos: 24-25. ASA-VR. Pr: 0.7402
KAI7841713.1	mTP	0.088536	0.002824	0.906762	0.001870	0.000008	CS pos: 42-43. ARG-AG. Pr: 0.1991
KAI7841714.1	mTP	0.076994	0.002978	0.917756	0.002263	0.000009	CS pos: 42-43. ARG-AG. Pr: 0.1990
KAI7841715.1	OTHER	0.842515	0.002917	0.133821	0.020705	0.000042	
KAI7841716.1	OTHER	0.987229	0.002276	0.010233	0.000252	0.000011	
KAI7841722.1	SP	0.000098	0.999504	0.000397	0.000001	0.000000	CS pos: 22-23. ARA-DS. Pr: 0.7517
KAI7841727.1	cTP	0.000238	0.000000	0.000490	0.999214	0.000058	CS pos: 66-67. VCR-AE. Pr: 0.7112
KAI7841742.1	cTP	0.009704	0.000011	0.420567	0.569372	0.000346	CS pos: 62-63. QAA-AV. Pr: 0.3341
KAI7841747.1	OTHER	0.986095	0.000283	0.013522	0.000100	0.000000	
KAI7841753.1	SP	0.000292	0.999274	0.000396	0.000035	0.000003	CS pos: 21-22. AAA-QT. Pr: 0.3922
KAI7841768.1	OTHER	0.988824	0.000122	0.010987	0.000066	0.000001	
KAI7841777.1	OTHER	0.968695	0.027478	0.002809	0.000911	0.000107	
KAI7841778.1	OTHER	0.980684	0.000023	0.000249	0.017575	0.001469	
KAI7841786.1	OTHER	0.999804	0.000178	0.000015	0.000003	0.000000	
KAI7841793.1	cTP	0.026118	0.000046	0.216773	0.756333	0.000732	CS pos: 37-38. VSA-RY. Pr: 0.5088
KAI7841796.1	OTHER	0.999808	0.000163	0.000029	0.000000	0.000000	
KAI7841806.1	OTHER	0.927806	0.016415	0.055357	0.000394	0.000028	
KAI7841809.1	OTHER	0.934574	0.002778	0.001142	0.059040	0.002465	
KAI7841810.1	OTHER	0.926103	0.014471	0.054759	0.003572	0.001095	
KAI7841812.1	OTHER	0.996112	0.001091	0.002616	0.000077	0.000105	
KAI7841816.1	cTP	0.444874	0.000031	0.056515	0.497474	0.001106	CS pos: 41-42. VLA-SA. Pr: 0.4478
KAI7841822.1	OTHER	0.999708	0.000243	0.000006	0.000012	0.000031	
KAI7841826.1	OTHER	0.957122	0.041123	0.001701	0.000036	0.000018	
KAI7841831.1	OTHER	0.998583	0.000639	0.000459	0.000311	0.000009	
KAI7841832.1	mTP	0.007661	0.000021	0.990915	0.001402	0.000001	CS pos: 58-59. QRH-AS. Pr: 0.3808
KAI7841834.1	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	
KAI7841835.1	OTHER	0.999792	0.000176	0.000014	0.000001	0.000018	
KAI7841838.1	cTP	0.322229	0.009810	0.025784	0.639516	0.002662	CS pos: 45-46. VQA-FK. Pr: 0.5070
KAI7841841.1	OTHER	0.927893	0.002539	0.008968	0.060555	0.000045	
KAI7841842.1	OTHER	0.445145	0.000074	0.279133	0.275314	0.000334	
KAI7841852.1	OTHER	0.999256	0.000567	0.000074	0.000099	0.000004	
KAI7841863.1	OTHER	0.922827	0.025032	0.000174	0.050013	0.001954	
KAI7841864.1	OTHER	0.988406	0.000722	0.000070	0.010521	0.000280	
KAI7841865.1	OTHER	0.998528	0.000643	0.000749	0.000078	0.000001	
KAI7841868.1	mTP	0.444644	0.003473	0.551688	0.000105	0.000089	CS pos: 52-53. QFF-AT. Pr: 0.1817
KAI7841874.1	SP	0.000413	0.994274	0.005257	0.000039	0.000017	CS pos: 17-18. AAA-GR. Pr: 0.3278
KAI7841881.1	OTHER	0.946967	0.000088	0.003611	0.047663	0.001671	
KAI7841882.1	OTHER	0.874261	0.122570	0.002728	0.000384	0.000058	
KAI7841883.1	OTHER	0.884723	0.111755	0.003403	0.000038	0.000081	
KAI7841884.1	OTHER	0.806855	0.000123	0.192947	0.000064	0.000011	
KAI7841886.1	OTHER	0.999991	0.000008	0.000000	0.000000	0.000002	
KAI7841887.1	OTHER	0.999997	0.000002	0.000000	0.000000	0.000000	
KAI7841895.1	OTHER	0.884869	0.010078	0.074097	0.030655	0.000301	
KAI7841898.1	OTHER	0.986146	0.006887	0.002140	0.004696	0.000131	
KAI7841900.1	cTP	0.464828	0.001238	0.003640	0.472125	0.058170	CS pos: 38-39. VFM-SE. Pr: 0.1877
KAI7841905.1	cTP	0.005434	0.000031	0.017442	0.976135	0.000957	CS pos: 31-32. RVC-AN. Pr: 0.4105
KAI7841916.1	OTHER	0.890014	0.016377	0.091225	0.000920	0.001463	
KAI7841917.1	SP	0.242908	0.571382	0.015361	0.164962	0.005387	CS pos: 35-36. GQA-KA. Pr: 0.5387
KAI7841938.1	OTHER	0.997975	0.000627	0.001395	0.000003	0.000001	
KAI7841940.1	SP	0.000484	0.985488	0.006448	0.007543	0.000037	CS pos: 23-24. AGA-GQ. Pr: 0.3446
KAI7841967.1	OTHER	0.837737	0.006482	0.014462	0.132180	0.009140	
KAI7841971.1	OTHER	0.999277	0.000704	0.000017	0.000001	0.000001	
KAI7841978.1	cTP	0.000298	0.000003	0.000245	0.999236	0.000217	CS pos: 37-38. TRA-VA. Pr: 0.7462
KAI7841988.1	OTHER	0.987079	0.006423	0.006316	0.000136	0.000046	
KAI7841989.1	OTHER	0.811659	0.010823	0.011161	0.165591	0.000766	
KAI7841999.1	OTHER	0.826430	0.000032	0.055226	0.118003	0.000308	
KAI7842010.1	OTHER	0.992067	0.007817	0.000077	0.000039	0.000000	
KAI7842011.1	OTHER	0.992067	0.007817	0.000077	0.000039	0.000000	
KAI7842012.1	OTHER	0.992067	0.007817	0.000077	0.000039	0.000000	
KAI7842014.1	OTHER	0.974809	0.006418	0.010467	0.007979	0.000327	
KAI7842018.1	OTHER	0.956743	0.002623	0.039995	0.000610	0.000029	
KAI7842023.1	OTHER	0.982482	0.001222	0.004827	0.007669	0.003799	
KAI7842030.1	OTHER	0.994664	0.003593	0.001003	0.000736	0.000004	
KAI7842038.1	OTHER	0.523938	0.004683	0.452417	0.018679	0.000284	
KAI7842047.1	OTHER	0.765435	0.001466	0.140321	0.086669	0.006108	
KAI7842048.1	OTHER	0.765435	0.001466	0.140321	0.086669	0.006108	
KAI7842056.1	OTHER	0.948431	0.016487	0.002573	0.030290	0.002219	
KAI7842057.1	OTHER	0.948431	0.016487	0.002573	0.030290	0.002219	
KAI7842066.1	OTHER	0.969015	0.000382	0.000495	0.026519	0.003589	
KAI7842067.1	OTHER	0.969015	0.000382	0.000495	0.026519	0.003589	
KAI7842069.1	OTHER	0.999861	0.000117	0.000007	0.000015	0.000000	
KAI7842070.1	OTHER	0.999861	0.000117	0.000007	0.000015	0.000000	
KAI7842087.1	OTHER	0.999884	0.000102	0.000012	0.000002	0.000000	
KAI7842088.1	mTP	0.484261	0.000810	0.509284	0.005268	0.000377	CS pos: 17-18. RSD-LS. Pr: 0.1183
KAI7842101.1	OTHER	0.980855	0.007881	0.006424	0.004634	0.000206	
KAI7842112.1	OTHER	0.457997	0.307953	0.167730	0.059164	0.007157	
KAI7842113.1	OTHER	0.457997	0.307953	0.167730	0.059164	0.007157	
KAI7842114.1	OTHER	0.568961	0.362724	0.023679	0.031591	0.013044	
KAI7842119.1	OTHER	0.901290	0.000412	0.097876	0.000107	0.000315	
KAI7842129.1	OTHER	0.989889	0.003822	0.006158	0.000079	0.000052	
KAI7842133.1	mTP	0.109089	0.002043	0.695747	0.191890	0.001230	CS pos: 32-33. AGF-AA. Pr: 0.1827
KAI7842144.1	SP	0.000329	0.987357	0.009372	0.002914	0.000028	CS pos: 24-25. AAA-RR. Pr: 0.6689
KAI7842155.1	OTHER	0.579214	0.004596	0.297068	0.115985	0.003137	
KAI7842158.1	mTP	0.036737	0.027133	0.788544	0.147528	0.000058	CS pos: 25-26. RGF-AA. Pr: 0.6147
KAI7842175.1	lTP	0.262429	0.000119	0.020322	0.279942	0.437189	CS pos lTP: 79-80. ASA-SP. Pr: 0.6672; CS pos cTP: 45-46. Pr: 0.5695
KAI7842176.1	OTHER	0.983956	0.001520	0.000880	0.013504	0.000141	
KAI7842184.1	OTHER	0.999687	0.000134	0.000173	0.000006	0.000000	
KAI7842191.1	OTHER	0.995272	0.001393	0.000003	0.003323	0.000009	
KAI7842193.1	OTHER	0.955729	0.026450	0.000259	0.014370	0.003193	
KAI7842196.1	OTHER	0.999966	0.000034	0.000000	0.000000	0.000000	
KAI7842202.1	OTHER	0.963025	0.009728	0.023205	0.003596	0.000446	
KAI7842204.1	cTP	0.266650	0.000105	0.109153	0.620371	0.003721	CS pos: 58-59. VRC-SS. Pr: 0.6074
KAI7842207.1	OTHER	0.999928	0.000009	0.000062	0.000001	0.000000	
KAI7842211.1	OTHER	0.987447	0.003907	0.007658	0.000803	0.000187	
KAI7842226.1	OTHER	0.999867	0.000129	0.000005	0.000000	0.000000	
KAI7842228.1	SP	0.000215	0.999782	0.000003	0.000000	0.000000	CS pos: 21-22. ACA-LE. Pr: 0.5883
KAI7842235.1	OTHER	0.939432	0.037588	0.003570	0.018733	0.000677	
KAI7842236.1	mTP	0.151286	0.147149	0.411603	0.240593	0.049368	CS pos: 64-65. ESM-ST. Pr: 0.1264
KAI7842249.1	OTHER	0.857021	0.001438	0.035939	0.104359	0.001242	
KAI7842257.1	OTHER	0.999350	0.000644	0.000006	0.000000	0.000000	
KAI7842258.1	OTHER	0.985978	0.000383	0.013566	0.000068	0.000004	
KAI7842274.1	OTHER	0.582990	0.300574	0.102866	0.012557	0.001013	
KAI7842281.1	OTHER	0.999786	0.000099	0.000077	0.000037	0.000002	
KAI7842282.1	cTP	0.012105	0.000004	0.000531	0.985303	0.002058	CS pos: 43-44. VCQ-AV. Pr: 0.6021
KAI7842291.1	OTHER	0.988155	0.005867	0.000238	0.004749	0.000990	
KAI7842294.1	OTHER	0.909615	0.002286	0.087366	0.000272	0.000461	
KAI7842303.1	SP	0.000761	0.994241	0.004939	0.000056	0.000003	CS pos: 22-23. AAG-AP. Pr: 0.6535
KAI7842309.1	cTP	0.019188	0.000024	0.112070	0.868317	0.000400	CS pos: 48-49. RVA-AR. Pr: 0.1627
KAI7842322.1	OTHER	0.999545	0.000439	0.000014	0.000002	0.000001	
KAI7842323.1	OTHER	0.999951	0.000040	0.000004	0.000001	0.000005	
KAI7842327.1	SP	0.002577	0.997192	0.000210	0.000016	0.000006	CS pos: 19-20. AAA-DD. Pr: 0.4886
KAI7842330.1	OTHER	0.999852	0.000055	0.000034	0.000052	0.000007	
KAI7842332.1	cTP	0.000580	0.000000	0.002277	0.996654	0.000489	CS pos: 35-36. VQA-AL. Pr: 0.5987
KAI7842342.1	OTHER	0.999094	0.000759	0.000141	0.000005	0.000001	
KAI7842344.1	mTP	0.009107	0.000011	0.989783	0.001095	0.000004	CS pos: 19-20. RPF-SS. Pr: 0.8497
KAI7842350.1	OTHER	0.995895	0.002021	0.001474	0.000604	0.000005	
KAI7842352.1	OTHER	0.962217	0.024281	0.007138	0.006046	0.000318	
KAI7842354.1	OTHER	0.999662	0.000270	0.000040	0.000009	0.000019	
KAI7842359.1	OTHER	0.978944	0.000207	0.010257	0.010579	0.000013	
KAI7842369.1	cTP	0.011419	0.000018	0.042709	0.940440	0.005413	CS pos: 40-41. VXA-TL. Pr: 0.3083
KAI7842375.1	mTP	0.083352	0.001518	0.914310	0.000819	0.000001	CS pos: 21-22. RGL-AA. Pr: 0.5082
KAI7842376.1	cTP	0.053942	0.000003	0.033998	0.911749	0.000308	CS pos: 52-53. AAA-AA. Pr: 0.3227
KAI7842377.1	OTHER	0.989067	0.003798	0.000382	0.006690	0.000064	
KAI7842386.1	cTP	0.151895	0.000322	0.089124	0.758584	0.000075	CS pos: 38-39. PRC-AA. Pr: 0.2477
KAI7842407.1	cTP	0.445626	0.000023	0.068171	0.485223	0.000957	CS pos: 45-46. PAR-AV. Pr: 0.3246
KAI7842408.1	OTHER	0.922692	0.000370	0.002889	0.037673	0.036375	
KAI7842414.1	OTHER	0.999972	0.000024	0.000001	0.000002	0.000001	
KAI7842416.1	OTHER	0.947529	0.012626	0.034566	0.005053	0.000225	
KAI7842417.1	OTHER	0.990209	0.001381	0.005071	0.002536	0.000802	
KAI7842419.1	OTHER	0.962840	0.004604	0.021211	0.010686	0.000659	
KAI7842421.1	OTHER	0.999107	0.000647	0.000119	0.000125	0.000004	
KAI7842438.1	OTHER	0.996990	0.000179	0.002829	0.000002	0.000000	
KAI7842465.1	OTHER	0.990700	0.001191	0.008083	0.000025	0.000001	
KAI7842466.1	OTHER	0.987386	0.000906	0.011669	0.000037	0.000002	
